user_id,edition_id,chapter_id,percent,event_class,event_obj_id,event_type,event_info,device,version,timezone,country,edition_language,offline,created_at,updated_at
2142422,2895397,,,Edition,2895397,download,,Dart/2.5 (dart:io),web,0,,en,0,2019-12-10T13:30:53.798Z,2019-12-10T13:30:58.195Z
2142507,2895401,,,Edition,2895401,read,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36",web,0,,en,0,2019-12-10T13:31:14.619Z,2019-12-10T13:31:18.325Z
2142505,2895390,,,Edition,2895390,view,"{""position"":""0"",""screen_width"":""375.0"",""list_type"":""grid""}",Dart/2.5 (dart:io),web,0,,en,0,2019-12-10T13:32:00.252Z,2019-12-10T13:32:03.742Z
2142316,2895396,,,Edition,2895396,view,"{""position"":null,""screen_width"":null,""list_type"":null}","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36",web,0,,en,0,2019-12-10T13:32:02.457Z,2019-12-10T13:32:03.756Z
2142505,2895390,,,Edition,2895390,download,,Dart/2.5 (dart:io),web,0,,en,0,2019-12-10T13:32:00.505Z,2019-12-10T13:32:03.815Z
2142316,2895396,,,Edition,2895396,more,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36",web,0,,en,0,2019-12-10T13:32:14.033Z,2019-12-10T13:32:18.786Z
2142505,2895390,,,Edition,2895390,remove_download,,Dart/2.5 (dart:io),web,0,,en,0,2019-12-10T13:32:26.713Z,2019-12-10T13:32:28.952Z
2142316,2895390,,,Edition,2895390,view,"{""position"":null,""screen_width"":null,""list_type"":null}","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36",web,0,,en,0,2019-12-10T13:32:34.395Z,2019-12-10T13:32:38.982Z
2142316,2895401,,,Edition,2895401,view,"{""position"":null,""screen_width"":null,""list_type"":null}","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36",web,0,,en,0,2019-12-10T13:32:35.852Z,2019-12-10T13:32:39.050Z
2142316,2895399,,,Edition,2895399,view,"{""position"":null,""screen_width"":null,""list_type"":null}","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36",web,0,,en,0,2019-12-10T13:32:37.105Z,2019-12-10T13:32:39.123Z
2142316,2895390,,,Edition,2895390,more,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36",web,0,,en,0,2019-12-10T13:32:43.406Z,2019-12-10T13:32:44.094Z
2142316,2895401,,,Edition,2895401,more,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36",web,0,,en,0,2019-12-10T13:33:02.789Z,2019-12-10T13:33:04.315Z
2142505,2895390,,,Edition,2895390,view,"{""position"":""0"",""screen_width"":""375.0"",""list_type"":""grid""}",Dart/2.5 (dart:io),web,0,,en,0,2019-12-10T13:33:07.439Z,2019-12-10T13:33:09.409Z
2142504,2895400,,,Edition,2895400,view,"{""position"":""1"",""screen_width"":""834.0"",""list_type"":""grid""}",Dart/2.5 (dart:io),web,0,,en,0,2019-12-10T13:33:12.787Z,2019-12-10T13:33:14.447Z
2142505,2895390,,,Edition,2895390,read,,Dart/2.5 (dart:io),web,0,,en,0,2019-12-10T13:33:13.221Z,2019-12-10T13:33:14.455Z
2142511,2895396,,,Edition,2895396,view,"{""position"":""2"",""screen_width"":""768.0"",""list_type"":""grid""}",Dart/2.5 (dart:io),web,0,,en,0,2019-12-10T13:33:19.073Z,2019-12-10T13:33:19.523Z
2142504,2895400,,,Edition,2895400,more,,Dart/2.5 (dart:io),web,0,,en,0,2019-12-10T13:33:20.415Z,2019-12-10T13:33:24.608Z
2142505,2895390,,,Edition,2895390,close,,Dart/2.5 (dart:io),web,0,,en,0,2019-12-10T13:33:23.994Z,2019-12-10T13:33:24.637Z
2142505,2895390,,,Edition,2895390,download,,Dart/2.5 (dart:io),web,0,,en,0,2019-12-10T13:33:25.883Z,2019-12-10T13:33:29.748Z
2142504,2895400,,,Edition,2895400,read,,Dart/2.5 (dart:io),web,0,,en,0,2019-12-10T13:33:31.729Z,2019-12-10T13:33:34.898Z
2142511,2895396,,,Edition,2895396,more,,Dart/2.5 (dart:io),web,0,,en,0,2019-12-10T13:33:33.263Z,2019-12-10T13:33:34.932Z
2074562,2895401,,,Edition,2895401,view,"{""position"":""0"",""screen_width"":""375.0"",""list_type"":""grid""}",Dart/2.5 (dart:io),web,0,GB,en,0,2019-12-10T13:33:32.518Z,2019-12-10T13:33:34.933Z
2074562,2895401,,,Edition,2895401,more,,Dart/2.5 (dart:io),web,0,GB,en,0,2019-12-10T13:33:43.797Z,2019-12-10T13:33:45.061Z
2142511,2895401,,,Edition,2895401,view,"{""position"":""1"",""screen_width"":""768.0"",""list_type"":""grid""}",Dart/2.5 (dart:io),web,0,,en,0,2019-12-10T13:33:43.972Z,2019-12-10T13:33:45.082Z
2142505,2895390,,,Edition,2895390,remove_download,,Dart/2.5 (dart:io),web,0,,en,0,2019-12-10T13:33:45.778Z,2019-12-10T13:33:50.166Z
2142504,2895400,,,Edition,2895400,change_font_family,"{""font_family"":""lato""}",Dart/2.5 (dart:io),web,0,,en,0,2019-12-10T13:33:47.506Z,2019-12-10T13:33:50.183Z
2142504,2895400,,,Edition,2895400,change_font_size,"{""font_size"":""15""}",Dart/2.5 (dart:io),web,0,,en,0,2019-12-10T13:33:47.683Z,2019-12-10T13:33:50.260Z
